alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
6.0,60,15,5,0,56007,506014,0,180,180,1,0,60,0,180,592d1d2665993f8e,"(30, 1)",0.0,,,0.0,1.0
6.0,60,15,5,0,56007,506014,1,170,170,1,1,59,0,170,592d1d2665993f8e,"(0, 2)",0.0,,,0.0,2.0
6.0,60,15,5,0,56007,506014,2,161,161,1,2,58,0,161,592d1d2665993f8e,"(14, 2)",0.0,,,0.0,3.0
6.0,60,15,5,0,56007,506014,3,153,153,1,3,57,0,153,592d1d2665993f8e,"(11, 0)",0.0,,,0.0,4.0
6.0,60,15,5,0,56007,506014,4,149,149,1,4,56,0,149,592d1d2665993f8e,"(46, 1)",0.0,,,0.0,5.0
6.0,60,15,5,0,56007,506014,5,142,142,1,5,55,0,142,592d1d2665993f8e,"(32, 2)",0.0,,,0.0,6.0
6.0,60,15,5,0,56007,506014,6,137,137,1,6,54,0,137,592d1d2665993f8e,"(21, 1)",0.0,,,0.0,7.0
6.0,60,15,5,0,56007,506014,7,131,131,1,7,53,0,131,592d1d2665993f8e,"(40, 1)",0.0,,,0.0,8.0
6.0,60,15,5,0,56007,506014,8,127,127,1,8,52,0,127,592d1d2665993f8e,"(22, 1)",0.0,,,0.0,9.0
6.0,60,15,5,0,56007,506014,9,122,122,1,9,51,0,122,592d1d2665993f8e,"(53, 1)",0.0,,,0.0,10.0
6.0,60,15,5,0,56007,506014,10,118,118,1,10,50,0,118,592d1d2665993f8e,"(50, 1)",0.0,,,0.0,11.0
6.0,60,15,5,0,56007,506014,11,111,111,1,11,49,0,111,592d1d2665993f8e,"(10, 1)",0.0,,,0.0,12.0
6.0,60,15,5,0,56007,506014,12,107,107,1,12,48,0,107,592d1d2665993f8e,"(12, 1)",0.0,,,0.0,13.0
6.0,60,15,5,0,56007,506014,13,101,101,1,13,47,0,101,592d1d2665993f8e,"(23, 2)",1.0,,,1.0,14.0
6.0,60,15,5,0,56007,506014,14,98,96,1,14,46,1,98,592d1d2665993f8e,"(45, 0)",1.0,,,1.0,15.0
6.0,60,15,5,0,56007,506014,15,95,93,1,15,45,1,95,592d1d2665993f8e,"(5, 2)",1.0,,,1.0,16.0
6.0,60,15,5,0,56007,506014,16,92,88,1,16,44,1,92,592d1d2665993f8e,"(8, 1)",2.0,,,2.0,17.0
6.0,60,15,5,0,56007,506014,17,89,79,1,17,43,2,89,592d1d2665993f8e,"(24, 1)",3.0,,,3.0,18.0
6.0,60,15,5,0,56007,506014,18,85,72,1,18,42,3,85,592d1d2665993f8e,"(41, 1)",4.0,,,4.0,19.0
6.0,60,15,5,0,56007,506014,19,80,66,1,19,41,4,80,592d1d2665993f8e,"(16, 2)",5.0,,,5.0,20.0
6.0,60,15,5,0,56007,506014,20,77,60,1,20,40,5,77,592d1d2665993f8e,"(38, 1)",6.0,,,6.0,21.0
6.0,60,15,5,0,56007,506014,21,74,52,1,21,39,6,74,592d1d2665993f8e,"(48, 1)",6.0,,,6.0,22.0
6.0,60,15,5,0,56007,506014,22,71,50,1,22,38,6,71,592d1d2665993f8e,"(1, 1)",7.0,,,7.0,23.0
6.0,60,15,5,0,56007,506014,23,68,45,1,23,37,7,68,592d1d2665993f8e,"(25, 1)",7.0,,,7.0,24.0
6.0,60,15,5,0,56007,506014,24,66,44,1,24,36,7,66,592d1d2665993f8e,"(39, 0)",8.0,,,8.0,25.0
6.0,60,15,5,0,56007,506014,25,63,35,1,25,35,8,63,592d1d2665993f8e,"(35, 0)",9.0,,,9.0,26.0
6.0,60,15,5,0,56007,506014,26,60,32,1,26,34,9,60,592d1d2665993f8e,"(18, 1)",10.0,,,10.0,27.0
6.0,60,15,5,0,56007,506014,27,56,27,1,27,33,10,56,592d1d2665993f8e,"(6, 2)",11.0,,,11.0,28.0
6.0,60,15,5,0,56007,506014,28,53,22,1,28,32,11,53,592d1d2665993f8e,"(4, 1)",11.0,,,11.0,29.0
6.0,60,15,5,0,56007,506014,29,51,19,1,29,31,11,51,592d1d2665993f8e,"(42, 2)",12.0,,,12.0,30.0
6.0,60,15,5,0,56007,506014,30,48,18,1,30,30,12,48,592d1d2665993f8e,"(54, 2)",13.0,,,13.0,31.0
6.0,60,15,5,0,56007,506014,31,45,16,1,31,29,13,45,592d1d2665993f8e,"(28, 2)",14.0,,,14.0,32.0
6.0,60,15,5,0,56007,506014,32,42,14,1,32,28,14,42,592d1d2665993f8e,"(29, 2)",15.0,,,15.0,33.0
6.0,60,15,5,0,56007,506014,33,39,13,1,33,27,15,39,592d1d2665993f8e,"(19, 0)",15.0,,,15.0,34.0
6.0,60,15,5,0,56007,506014,34,37,12,1,34,26,15,37,592d1d2665993f8e,"(59, 2)",16.0,,,16.0,35.0
6.0,60,15,5,0,56007,506014,35,34,9,1,35,25,16,34,592d1d2665993f8e,"(13, 2)",17.0,,,17.0,36.0
6.0,60,15,5,0,56007,506014,36,31,7,1,36,24,17,31,592d1d2665993f8e,"(34, 2)",19.0,,,19.0,37.0
6.0,60,15,5,0,56007,506014,37,27,4,1,37,23,19,27,592d1d2665993f8e,"(9, 2)",19.0,,,19.0,38.0
6.0,60,15,5,0,56007,506014,38,25,3,1,38,22,19,25,592d1d2665993f8e,"(55, 0)",19.0,,,19.0,39.0
6.0,60,15,5,0,56007,506014,39,23,1,1,39,21,19,23,592d1d2665993f8e,"(49, 2)",19.0,,,19.0,40.0
6.0,60,15,5,0,56007,506014,40,21,0,1,40,20,19,21,592d1d2665993f8e,,,no_legal_move,0,,
