alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,12,4,0,44007,404014,0,180,180,1,0,60,0,180,8f0d3e77a64a5aec,"(46, 0)",0.0,,,0.0,1.0
4.0,60,12,4,0,44007,404014,1,172,172,1,1,59,0,172,8f0d3e77a64a5aec,"(44, 2)",0.0,,,0.0,2.0
4.0,60,12,4,0,44007,404014,2,167,167,1,2,58,0,167,8f0d3e77a64a5aec,"(52, 1)",0.0,,,0.0,3.0
4.0,60,12,4,0,44007,404014,3,162,162,1,3,57,0,162,8f0d3e77a64a5aec,"(49, 0)",0.0,,,0.0,4.0
4.0,60,12,4,0,44007,404014,4,157,157,1,4,56,0,157,8f0d3e77a64a5aec,"(9, 2)",0.0,,,0.0,5.0
4.0,60,12,4,0,44007,404014,5,150,150,1,5,55,0,150,8f0d3e77a64a5aec,"(26, 0)",0.0,,,0.0,6.0
4.0,60,12,4,0,44007,404014,6,146,146,1,6,54,0,146,8f0d3e77a64a5aec,"(23, 1)",0.0,,,0.0,7.0
4.0,60,12,4,0,44007,404014,7,141,141,1,7,53,0,141,8f0d3e77a64a5aec,"(27, 2)",0.0,,,0.0,8.0
4.0,60,12,4,0,44007,404014,8,136,136,1,8,52,0,136,8f0d3e77a64a5aec,"(34, 1)",0.0,,,0.0,9.0
4.0,60,12,4,0,44007,404014,9,131,131,1,9,51,0,131,8f0d3e77a64a5aec,"(3, 1)",0.0,,,0.0,10.0
4.0,60,12,4,0,44007,404014,10,128,128,1,10,50,0,128,8f0d3e77a64a5aec,"(37, 2)",0.0,,,0.0,11.0
4.0,60,12,4,0,44007,404014,11,124,124,1,11,49,0,124,8f0d3e77a64a5aec,"(18, 2)",0.0,,,0.0,12.0
4.0,60,12,4,0,44007,404014,12,119,119,1,12,48,0,119,8f0d3e77a64a5aec,"(5, 2)",0.0,,,0.0,13.0
4.0,60,12,4,0,44007,404014,13,115,115,1,13,47,0,115,8f0d3e77a64a5aec,"(41, 1)",0.0,,,0.0,14.0
4.0,60,12,4,0,44007,404014,14,109,109,1,14,46,0,109,8f0d3e77a64a5aec,"(31, 0)",0.0,,,0.0,15.0
4.0,60,12,4,0,44007,404014,15,106,106,1,15,45,0,106,8f0d3e77a64a5aec,"(17, 0)",0.0,,,0.0,16.0
4.0,60,12,4,0,44007,404014,16,102,102,1,16,44,0,102,8f0d3e77a64a5aec,"(40, 2)",0.0,,,0.0,17.0
4.0,60,12,4,0,44007,404014,17,97,97,1,17,43,0,97,8f0d3e77a64a5aec,"(51, 2)",0.0,,,0.0,18.0
4.0,60,12,4,0,44007,404014,18,94,94,1,18,42,0,94,8f0d3e77a64a5aec,"(12, 0)",0.0,,,0.0,19.0
4.0,60,12,4,0,44007,404014,19,92,92,1,19,41,0,92,8f0d3e77a64a5aec,"(30, 0)",0.0,,,0.0,20.0
4.0,60,12,4,0,44007,404014,20,90,90,1,20,40,0,90,8f0d3e77a64a5aec,"(13, 1)",0.0,,,0.0,21.0
4.0,60,12,4,0,44007,404014,21,87,87,1,21,39,0,87,8f0d3e77a64a5aec,"(55, 2)",0.0,,,0.0,22.0
4.0,60,12,4,0,44007,404014,22,83,83,1,22,38,0,83,8f0d3e77a64a5aec,"(29, 0)",0.0,,,0.0,23.0
4.0,60,12,4,0,44007,404014,23,81,81,1,23,37,0,81,8f0d3e77a64a5aec,"(15, 2)",0.0,,,0.0,24.0
4.0,60,12,4,0,44007,404014,24,78,78,1,24,36,0,78,8f0d3e77a64a5aec,"(28, 2)",0.0,,,0.0,25.0
4.0,60,12,4,0,44007,404014,25,75,75,1,25,35,0,75,8f0d3e77a64a5aec,"(45, 1)",1.0,,,1.0,26.0
4.0,60,12,4,0,44007,404014,26,72,69,1,26,34,1,72,8f0d3e77a64a5aec,"(53, 1)",2.0,,,2.0,27.0
4.0,60,12,4,0,44007,404014,27,68,64,1,27,33,2,68,8f0d3e77a64a5aec,"(4, 0)",2.0,,,2.0,28.0
4.0,60,12,4,0,44007,404014,28,66,61,1,28,32,2,66,8f0d3e77a64a5aec,"(25, 0)",3.0,,,3.0,29.0
4.0,60,12,4,0,44007,404014,29,63,54,1,29,31,3,63,8f0d3e77a64a5aec,"(24, 2)",3.0,,,3.0,30.0
4.0,60,12,4,0,44007,404014,30,61,51,1,30,30,3,61,8f0d3e77a64a5aec,"(36, 1)",3.0,,,3.0,31.0
4.0,60,12,4,0,44007,404014,31,57,47,1,31,29,3,57,8f0d3e77a64a5aec,"(54, 2)",4.0,,,4.0,32.0
4.0,60,12,4,0,44007,404014,32,53,41,1,32,28,4,53,8f0d3e77a64a5aec,"(35, 2)",5.0,,,5.0,33.0
4.0,60,12,4,0,44007,404014,33,50,37,1,33,27,5,50,8f0d3e77a64a5aec,"(50, 1)",6.0,,,6.0,34.0
4.0,60,12,4,0,44007,404014,34,47,33,1,34,26,6,47,8f0d3e77a64a5aec,"(48, 2)",6.0,,,6.0,35.0
4.0,60,12,4,0,44007,404014,35,45,30,1,35,25,6,45,8f0d3e77a64a5aec,"(1, 2)",6.0,,,6.0,36.0
4.0,60,12,4,0,44007,404014,36,43,29,1,36,24,6,43,8f0d3e77a64a5aec,"(22, 2)",7.0,,,7.0,37.0
4.0,60,12,4,0,44007,404014,37,39,26,1,37,23,7,39,8f0d3e77a64a5aec,"(43, 0)",7.0,,,7.0,38.0
4.0,60,12,4,0,44007,404014,38,37,24,1,38,22,7,37,8f0d3e77a64a5aec,"(0, 2)",7.0,,,7.0,39.0
4.0,60,12,4,0,44007,404014,39,35,21,1,39,21,7,35,8f0d3e77a64a5aec,"(7, 0)",8.0,,,8.0,40.0
4.0,60,12,4,0,44007,404014,40,32,19,1,40,20,8,32,8f0d3e77a64a5aec,"(58, 2)",8.0,,,8.0,41.0
4.0,60,12,4,0,44007,404014,41,30,18,1,41,19,8,30,8f0d3e77a64a5aec,"(21, 1)",8.0,,,8.0,42.0
4.0,60,12,4,0,44007,404014,42,28,17,1,42,18,8,28,8f0d3e77a64a5aec,"(11, 0)",7.0,,,7.0,43.0
4.0,60,12,4,0,44007,404014,43,27,16,1,43,17,7,27,8f0d3e77a64a5aec,"(38, 0)",7.0,,,7.0,44.0
4.0,60,12,4,0,44007,404014,44,25,14,1,44,16,7,25,8f0d3e77a64a5aec,"(16, 0)",7.0,,,7.0,45.0
4.0,60,12,4,0,44007,404014,45,23,11,1,45,15,7,23,8f0d3e77a64a5aec,"(47, 1)",7.0,,,7.0,46.0
4.0,60,12,4,0,44007,404014,46,21,7,1,46,14,7,21,8f0d3e77a64a5aec,"(10, 1)",8.0,,,8.0,47.0
4.0,60,12,4,0,44007,404014,47,18,6,1,47,13,8,18,8f0d3e77a64a5aec,"(32, 0)",7.0,,,7.0,48.0
4.0,60,12,4,0,44007,404014,48,17,5,1,48,12,7,17,8f0d3e77a64a5aec,"(14, 0)",8.0,,,8.0,49.0
4.0,60,12,4,0,44007,404014,49,14,4,1,49,11,8,14,8f0d3e77a64a5aec,"(56, 0)",8.0,,,8.0,50.0
4.0,60,12,4,0,44007,404014,50,12,2,1,50,10,8,12,8f0d3e77a64a5aec,"(39, 0)",8.0,,,8.0,51.0
4.0,60,12,4,0,44007,404014,51,10,1,1,51,9,8,10,8f0d3e77a64a5aec,"(42, 1)",7.0,,,7.0,52.0
4.0,60,12,4,0,44007,404014,52,9,0,1,52,8,7,9,8f0d3e77a64a5aec,,,no_legal_move,0,,
