alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
2.0,60,17,5,2,52007,504014,0,180,180,1,0,60,0,180,557dff2ca8bb8b6d,"(55, 2)",0.0,,,0.0,1.0
2.0,60,17,5,2,52007,504014,1,175,175,1,1,59,0,175,557dff2ca8bb8b6d,"(13, 1)",0.0,,,0.0,2.0
2.0,60,17,5,2,52007,504014,2,170,170,1,2,58,0,170,557dff2ca8bb8b6d,"(56, 1)",0.0,,,0.0,3.0
2.0,60,17,5,2,52007,504014,3,167,167,1,3,57,0,167,557dff2ca8bb8b6d,"(3, 0)",0.0,,,0.0,4.0
2.0,60,17,5,2,52007,504014,4,161,161,1,4,56,0,161,557dff2ca8bb8b6d,"(42, 1)",0.0,,,0.0,5.0
2.0,60,17,5,2,52007,504014,5,158,158,1,5,55,0,158,557dff2ca8bb8b6d,"(7, 0)",0.0,,,0.0,6.0
2.0,60,17,5,2,52007,504014,6,153,153,1,6,54,0,153,557dff2ca8bb8b6d,"(36, 0)",0.0,,,0.0,7.0
2.0,60,17,5,2,52007,504014,7,148,148,1,7,53,0,148,557dff2ca8bb8b6d,"(18, 1)",0.0,,,0.0,8.0
2.0,60,17,5,2,52007,504014,8,143,143,1,8,52,0,143,557dff2ca8bb8b6d,"(46, 0)",0.0,,,0.0,9.0
2.0,60,17,5,2,52007,504014,9,140,140,1,9,51,0,140,557dff2ca8bb8b6d,"(48, 1)",0.0,,,0.0,10.0
2.0,60,17,5,2,52007,504014,10,136,136,1,10,50,0,136,557dff2ca8bb8b6d,"(54, 0)",0.0,,,0.0,11.0
2.0,60,17,5,2,52007,504014,11,131,131,1,11,49,0,131,557dff2ca8bb8b6d,"(44, 0)",0.0,,,0.0,12.0
2.0,60,17,5,2,52007,504014,12,125,125,1,12,48,0,125,557dff2ca8bb8b6d,"(49, 1)",0.0,,,0.0,13.0
2.0,60,17,5,2,52007,504014,13,121,121,1,13,47,0,121,557dff2ca8bb8b6d,"(1, 1)",0.0,,,0.0,14.0
2.0,60,17,5,2,52007,504014,14,118,118,1,14,46,0,118,557dff2ca8bb8b6d,"(5, 2)",0.0,,,0.0,15.0
2.0,60,17,5,2,52007,504014,15,113,113,1,15,45,0,113,557dff2ca8bb8b6d,"(0, 2)",0.0,,,0.0,16.0
2.0,60,17,5,2,52007,504014,16,110,110,1,16,44,0,110,557dff2ca8bb8b6d,"(26, 2)",0.0,,,0.0,17.0
2.0,60,17,5,2,52007,504014,17,104,104,1,17,43,0,104,557dff2ca8bb8b6d,"(53, 1)",0.0,,,0.0,18.0
2.0,60,17,5,2,52007,504014,18,101,101,1,18,42,0,101,557dff2ca8bb8b6d,"(24, 1)",0.0,,,0.0,19.0
2.0,60,17,5,2,52007,504014,19,97,97,1,19,41,0,97,557dff2ca8bb8b6d,"(37, 1)",0.0,,,0.0,20.0
2.0,60,17,5,2,52007,504014,20,93,93,1,20,40,0,93,557dff2ca8bb8b6d,"(10, 0)",0.0,,,0.0,21.0
2.0,60,17,5,2,52007,504014,21,91,91,1,21,39,0,91,557dff2ca8bb8b6d,"(40, 1)",0.0,,,0.0,22.0
2.0,60,17,5,2,52007,504014,22,87,87,1,22,38,0,87,557dff2ca8bb8b6d,"(57, 1)",0.0,,,0.0,23.0
2.0,60,17,5,2,52007,504014,23,85,85,1,23,37,0,85,557dff2ca8bb8b6d,"(43, 2)",0.0,,,0.0,24.0
2.0,60,17,5,2,52007,504014,24,83,83,1,24,36,0,83,557dff2ca8bb8b6d,"(39, 2)",0.0,,,0.0,25.0
2.0,60,17,5,2,52007,504014,25,79,79,1,25,35,0,79,557dff2ca8bb8b6d,"(9, 1)",0.0,,,0.0,26.0
