alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,7,2,1,24007,205014,0,180,180,1,0,60,0,180,75b7ebbc56ed607b,"(37, 2)",0.0,,,0.0,1.0
4.0,60,7,2,1,24007,205014,1,174,174,1,1,59,0,174,75b7ebbc56ed607b,"(42, 1)",0.0,,,0.0,2.0
4.0,60,7,2,1,24007,205014,2,169,169,1,2,58,0,169,75b7ebbc56ed607b,"(35, 0)",0.0,,,0.0,3.0
4.0,60,7,2,1,24007,205014,3,163,163,1,3,57,0,163,75b7ebbc56ed607b,"(26, 2)",0.0,,,0.0,4.0
4.0,60,7,2,1,24007,205014,4,159,159,1,4,56,0,159,75b7ebbc56ed607b,"(15, 2)",0.0,,,0.0,5.0
4.0,60,7,2,1,24007,205014,5,156,156,1,5,55,0,156,75b7ebbc56ed607b,"(19, 2)",0.0,,,0.0,6.0
4.0,60,7,2,1,24007,205014,6,151,151,1,6,54,0,151,75b7ebbc56ed607b,"(59, 0)",0.0,,,0.0,7.0
4.0,60,7,2,1,24007,205014,7,140,140,1,7,53,0,140,75b7ebbc56ed607b,"(38, 0)",0.0,,,0.0,8.0
4.0,60,7,2,1,24007,205014,8,135,135,1,8,52,0,135,75b7ebbc56ed607b,"(49, 1)",0.0,,,0.0,9.0
4.0,60,7,2,1,24007,205014,9,131,131,1,9,51,0,131,75b7ebbc56ed607b,"(12, 2)",0.0,,,0.0,10.0
4.0,60,7,2,1,24007,205014,10,127,127,1,10,50,0,127,75b7ebbc56ed607b,"(6, 0)",0.0,,,0.0,11.0
4.0,60,7,2,1,24007,205014,11,123,123,1,11,49,0,123,75b7ebbc56ed607b,"(8, 0)",0.0,,,0.0,12.0
4.0,60,7,2,1,24007,205014,12,119,119,1,12,48,0,119,75b7ebbc56ed607b,"(14, 1)",0.0,,,0.0,13.0
4.0,60,7,2,1,24007,205014,13,116,116,1,13,47,0,116,75b7ebbc56ed607b,"(21, 2)",0.0,,,0.0,14.0
4.0,60,7,2,1,24007,205014,14,114,114,1,14,46,0,114,75b7ebbc56ed607b,"(45, 1)",0.0,,,0.0,15.0
4.0,60,7,2,1,24007,205014,15,111,111,1,15,45,0,111,75b7ebbc56ed607b,"(48, 0)",0.0,,,0.0,16.0
4.0,60,7,2,1,24007,205014,16,105,105,1,16,44,0,105,75b7ebbc56ed607b,"(44, 1)",0.0,,,0.0,17.0
4.0,60,7,2,1,24007,205014,17,101,101,1,17,43,0,101,75b7ebbc56ed607b,"(57, 1)",0.0,,,0.0,18.0
4.0,60,7,2,1,24007,205014,18,95,95,1,18,42,0,95,75b7ebbc56ed607b,"(51, 1)",0.0,,,0.0,19.0
4.0,60,7,2,1,24007,205014,19,91,91,1,19,41,0,91,75b7ebbc56ed607b,"(17, 0)",0.0,,,0.0,20.0
4.0,60,7,2,1,24007,205014,20,89,89,1,20,40,0,89,75b7ebbc56ed607b,"(24, 0)",0.0,,,0.0,21.0
4.0,60,7,2,1,24007,205014,21,86,86,1,21,39,0,86,75b7ebbc56ed607b,"(20, 0)",0.0,,,0.0,22.0
4.0,60,7,2,1,24007,205014,22,84,84,1,22,38,0,84,75b7ebbc56ed607b,"(30, 1)",0.0,,,0.0,23.0
4.0,60,7,2,1,24007,205014,23,82,82,1,23,37,0,82,75b7ebbc56ed607b,"(40, 0)",0.0,,,0.0,24.0
4.0,60,7,2,1,24007,205014,24,78,78,1,24,36,0,78,75b7ebbc56ed607b,"(53, 2)",0.0,,,0.0,25.0
4.0,60,7,2,1,24007,205014,25,76,76,1,25,35,0,76,75b7ebbc56ed607b,"(43, 0)",0.0,,,0.0,26.0
4.0,60,7,2,1,24007,205014,26,72,72,1,26,34,0,72,75b7ebbc56ed607b,"(47, 2)",0.0,,,0.0,27.0
4.0,60,7,2,1,24007,205014,27,69,69,1,27,33,0,69,75b7ebbc56ed607b,"(5, 0)",0.0,,,0.0,28.0
4.0,60,7,2,1,24007,205014,28,67,67,1,28,32,0,67,75b7ebbc56ed607b,"(1, 2)",0.0,,,0.0,29.0
4.0,60,7,2,1,24007,205014,29,65,65,1,29,31,0,65,75b7ebbc56ed607b,"(25, 0)",1.0,,,1.0,30.0
4.0,60,7,2,1,24007,205014,30,60,59,1,30,30,1,60,75b7ebbc56ed607b,"(27, 1)",1.0,,,1.0,31.0
4.0,60,7,2,1,24007,205014,31,58,56,1,31,29,1,58,75b7ebbc56ed607b,"(9, 1)",2.0,,,2.0,32.0
4.0,60,7,2,1,24007,205014,32,55,50,1,32,28,2,55,75b7ebbc56ed607b,"(56, 1)",2.0,,,2.0,33.0
4.0,60,7,2,1,24007,205014,33,53,49,1,33,27,2,53,75b7ebbc56ed607b,"(13, 1)",3.0,,,3.0,34.0
4.0,60,7,2,1,24007,205014,34,50,46,1,34,26,3,50,75b7ebbc56ed607b,"(7, 2)",3.0,,,3.0,35.0
4.0,60,7,2,1,24007,205014,35,48,42,1,35,25,3,48,75b7ebbc56ed607b,"(11, 2)",4.0,,,4.0,36.0
4.0,60,7,2,1,24007,205014,36,45,39,1,36,24,4,45,75b7ebbc56ed607b,"(50, 2)",4.0,,,4.0,37.0
4.0,60,7,2,1,24007,205014,37,43,38,1,37,23,4,43,75b7ebbc56ed607b,"(28, 1)",4.0,,,4.0,38.0
4.0,60,7,2,1,24007,205014,38,41,35,1,38,22,4,41,75b7ebbc56ed607b,"(3, 1)",4.0,,,4.0,39.0
4.0,60,7,2,1,24007,205014,39,39,34,1,39,21,4,39,75b7ebbc56ed607b,"(18, 1)",4.0,,,4.0,40.0
4.0,60,7,2,1,24007,205014,40,37,33,1,40,20,4,37,75b7ebbc56ed607b,"(46, 2)",3.0,,,3.0,41.0
4.0,60,7,2,1,24007,205014,41,36,32,1,41,19,3,36,75b7ebbc56ed607b,"(33, 2)",3.0,,,3.0,42.0
4.0,60,7,2,1,24007,205014,42,34,30,1,42,18,3,34,75b7ebbc56ed607b,"(55, 0)",3.0,,,3.0,43.0
4.0,60,7,2,1,24007,205014,43,32,28,1,43,17,3,32,75b7ebbc56ed607b,"(39, 2)",3.0,,,3.0,44.0
4.0,60,7,2,1,24007,205014,44,30,26,1,44,16,3,30,75b7ebbc56ed607b,"(0, 0)",3.0,,,3.0,45.0
4.0,60,7,2,1,24007,205014,45,28,21,1,45,15,3,28,75b7ebbc56ed607b,"(58, 2)",3.0,,,3.0,46.0
4.0,60,7,2,1,24007,205014,46,26,18,1,46,14,3,26,75b7ebbc56ed607b,"(54, 0)",3.0,,,3.0,47.0
4.0,60,7,2,1,24007,205014,47,23,14,1,47,13,3,23,75b7ebbc56ed607b,"(16, 0)",3.0,,,3.0,48.0
4.0,60,7,2,1,24007,205014,48,21,13,1,48,12,3,21,75b7ebbc56ed607b,"(29, 0)",4.0,,,4.0,49.0
4.0,60,7,2,1,24007,205014,49,18,10,1,49,11,4,18,75b7ebbc56ed607b,"(2, 0)",4.0,,,4.0,50.0
4.0,60,7,2,1,24007,205014,50,16,8,1,50,10,4,16,75b7ebbc56ed607b,"(31, 1)",5.0,,,5.0,51.0
4.0,60,7,2,1,24007,205014,51,13,5,1,51,9,5,13,75b7ebbc56ed607b,"(41, 2)",5.0,,,5.0,52.0
4.0,60,7,2,1,24007,205014,52,11,3,1,52,8,5,11,75b7ebbc56ed607b,"(4, 2)",5.0,,,5.0,53.0
4.0,60,7,2,1,24007,205014,53,9,2,1,53,7,5,9,75b7ebbc56ed607b,"(32, 1)",4.0,,,4.0,54.0
4.0,60,7,2,1,24007,205014,54,8,1,1,54,6,4,8,75b7ebbc56ed607b,"(23, 2)",5.0,,,5.0,55.0
4.0,60,7,2,1,24007,205014,55,5,0,1,55,5,5,5,75b7ebbc56ed607b,,,no_legal_move,0,,
