alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,14,4,2,44007,406014,0,180,180,1,0,60,0,180,8f0d3e77a64a5aec,"(37, 0)",0.0,,,0.0,1.0
4.0,60,14,4,2,44007,406014,1,173,173,1,1,59,0,173,8f0d3e77a64a5aec,"(53, 2)",0.0,,,0.0,2.0
4.0,60,14,4,2,44007,406014,2,168,168,1,2,58,0,168,8f0d3e77a64a5aec,"(12, 2)",0.0,,,0.0,3.0
4.0,60,14,4,2,44007,406014,3,162,162,1,3,57,0,162,8f0d3e77a64a5aec,"(5, 2)",0.0,,,0.0,4.0
4.0,60,14,4,2,44007,406014,4,158,158,1,4,56,0,158,8f0d3e77a64a5aec,"(8, 2)",0.0,,,0.0,5.0
4.0,60,14,4,2,44007,406014,5,152,152,1,5,55,0,152,8f0d3e77a64a5aec,"(35, 0)",0.0,,,0.0,6.0
4.0,60,14,4,2,44007,406014,6,144,144,1,6,54,0,144,8f0d3e77a64a5aec,"(55, 2)",0.0,,,0.0,7.0
4.0,60,14,4,2,44007,406014,7,140,140,1,7,53,0,140,8f0d3e77a64a5aec,"(24, 2)",0.0,,,0.0,8.0
4.0,60,14,4,2,44007,406014,8,136,136,1,8,52,0,136,8f0d3e77a64a5aec,"(28, 1)",0.0,,,0.0,9.0
4.0,60,14,4,2,44007,406014,9,133,133,1,9,51,0,133,8f0d3e77a64a5aec,"(13, 1)",0.0,,,0.0,10.0
4.0,60,14,4,2,44007,406014,10,129,129,1,10,50,0,129,8f0d3e77a64a5aec,"(58, 2)",0.0,,,0.0,11.0
4.0,60,14,4,2,44007,406014,11,123,123,1,11,49,0,123,8f0d3e77a64a5aec,"(22, 0)",0.0,,,0.0,12.0
4.0,60,14,4,2,44007,406014,12,115,115,1,12,48,0,115,8f0d3e77a64a5aec,"(43, 2)",0.0,,,0.0,13.0
4.0,60,14,4,2,44007,406014,13,112,112,1,13,47,0,112,8f0d3e77a64a5aec,"(51, 0)",0.0,,,0.0,14.0
4.0,60,14,4,2,44007,406014,14,108,108,1,14,46,0,108,8f0d3e77a64a5aec,"(26, 0)",0.0,,,0.0,15.0
4.0,60,14,4,2,44007,406014,15,105,105,1,15,45,0,105,8f0d3e77a64a5aec,"(31, 2)",0.0,,,0.0,16.0
4.0,60,14,4,2,44007,406014,16,102,102,1,16,44,0,102,8f0d3e77a64a5aec,"(29, 2)",0.0,,,0.0,17.0
4.0,60,14,4,2,44007,406014,17,99,99,1,17,43,0,99,8f0d3e77a64a5aec,"(40, 0)",0.0,,,0.0,18.0
4.0,60,14,4,2,44007,406014,18,96,96,1,18,42,0,96,8f0d3e77a64a5aec,"(4, 0)",0.0,,,0.0,19.0
4.0,60,14,4,2,44007,406014,19,93,93,1,19,41,0,93,8f0d3e77a64a5aec,"(46, 2)",0.0,,,0.0,20.0
4.0,60,14,4,2,44007,406014,20,90,90,1,20,40,0,90,8f0d3e77a64a5aec,"(17, 2)",0.0,,,0.0,21.0
4.0,60,14,4,2,44007,406014,21,87,87,1,21,39,0,87,8f0d3e77a64a5aec,"(3, 0)",0.0,,,0.0,22.0
4.0,60,14,4,2,44007,406014,22,84,84,1,22,38,0,84,8f0d3e77a64a5aec,"(30, 0)",0.0,,,0.0,23.0
4.0,60,14,4,2,44007,406014,23,81,81,1,23,37,0,81,8f0d3e77a64a5aec,"(14, 2)",0.0,,,0.0,24.0
