alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,2,0,2,4007,6014,0,180,180,1,0,60,0,180,83db236ac4ae5a5e,"(47, 2)",0.0,,,0.0,1.0
4.0,60,2,0,2,4007,6014,1,173,173,1,1,59,0,173,83db236ac4ae5a5e,"(0, 0)",0.0,,,0.0,2.0
4.0,60,2,0,2,4007,6014,2,168,168,1,2,58,0,168,83db236ac4ae5a5e,"(27, 0)",0.0,,,0.0,3.0
4.0,60,2,0,2,4007,6014,3,159,159,1,3,57,0,159,83db236ac4ae5a5e,"(42, 2)",0.0,,,0.0,4.0
4.0,60,2,0,2,4007,6014,4,152,152,1,4,56,0,152,83db236ac4ae5a5e,"(19, 0)",0.0,,,0.0,5.0
4.0,60,2,0,2,4007,6014,5,147,147,1,5,55,0,147,83db236ac4ae5a5e,"(54, 0)",0.0,,,0.0,6.0
4.0,60,2,0,2,4007,6014,6,141,141,1,6,54,0,141,83db236ac4ae5a5e,"(30, 0)",0.0,,,0.0,7.0
4.0,60,2,0,2,4007,6014,7,138,138,1,7,53,0,138,83db236ac4ae5a5e,"(25, 1)",0.0,,,0.0,8.0
4.0,60,2,0,2,4007,6014,8,134,134,1,8,52,0,134,83db236ac4ae5a5e,"(17, 0)",0.0,,,0.0,9.0
4.0,60,2,0,2,4007,6014,9,128,128,1,9,51,0,128,83db236ac4ae5a5e,"(24, 0)",0.0,,,0.0,10.0
4.0,60,2,0,2,4007,6014,10,121,121,1,10,50,0,121,83db236ac4ae5a5e,"(22, 0)",0.0,,,0.0,11.0
4.0,60,2,0,2,4007,6014,11,117,117,1,11,49,0,117,83db236ac4ae5a5e,"(28, 0)",0.0,,,0.0,12.0
4.0,60,2,0,2,4007,6014,12,112,112,1,12,48,0,112,83db236ac4ae5a5e,"(41, 1)",0.0,,,0.0,13.0
4.0,60,2,0,2,4007,6014,13,110,110,1,13,47,0,110,83db236ac4ae5a5e,"(13, 0)",0.0,,,0.0,14.0
4.0,60,2,0,2,4007,6014,14,106,106,1,14,46,0,106,83db236ac4ae5a5e,"(7, 2)",0.0,,,0.0,15.0
4.0,60,2,0,2,4007,6014,15,104,104,1,15,45,0,104,83db236ac4ae5a5e,"(12, 0)",0.0,,,0.0,16.0
4.0,60,2,0,2,4007,6014,16,100,100,1,16,44,0,100,83db236ac4ae5a5e,"(40, 0)",0.0,,,0.0,17.0
4.0,60,2,0,2,4007,6014,17,96,96,1,17,43,0,96,83db236ac4ae5a5e,"(5, 1)",0.0,,,0.0,18.0
4.0,60,2,0,2,4007,6014,18,94,94,1,18,42,0,94,83db236ac4ae5a5e,"(21, 2)",0.0,,,0.0,19.0
4.0,60,2,0,2,4007,6014,19,90,90,1,19,41,0,90,83db236ac4ae5a5e,"(49, 0)",0.0,,,0.0,20.0
4.0,60,2,0,2,4007,6014,20,86,86,1,20,40,0,86,83db236ac4ae5a5e,"(45, 0)",0.0,,,0.0,21.0
4.0,60,2,0,2,4007,6014,21,83,83,1,21,39,0,83,83db236ac4ae5a5e,"(56, 0)",0.0,,,0.0,22.0
4.0,60,2,0,2,4007,6014,22,80,80,1,22,38,0,80,83db236ac4ae5a5e,"(20, 0)",0.0,,,0.0,23.0
