alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,5,1,2,14007,106014,0,180,180,1,0,60,0,180,d47cffbc0fcc2ab3,"(58, 0)",0.0,,,0.0,1.0
4.0,60,5,1,2,14007,106014,1,174,174,1,1,59,0,174,d47cffbc0fcc2ab3,"(59, 2)",0.0,,,0.0,2.0
4.0,60,5,1,2,14007,106014,2,166,166,1,2,58,0,166,d47cffbc0fcc2ab3,"(35, 2)",0.0,,,0.0,3.0
4.0,60,5,1,2,14007,106014,3,158,158,1,3,57,0,158,d47cffbc0fcc2ab3,"(29, 1)",0.0,,,0.0,4.0
4.0,60,5,1,2,14007,106014,4,152,152,1,4,56,0,152,d47cffbc0fcc2ab3,"(39, 0)",0.0,,,0.0,5.0
4.0,60,5,1,2,14007,106014,5,146,146,1,5,55,0,146,d47cffbc0fcc2ab3,"(42, 2)",0.0,,,0.0,6.0
4.0,60,5,1,2,14007,106014,6,138,138,1,6,54,0,138,d47cffbc0fcc2ab3,"(2, 1)",0.0,,,0.0,7.0
4.0,60,5,1,2,14007,106014,7,134,134,1,7,53,0,134,d47cffbc0fcc2ab3,"(5, 0)",0.0,,,0.0,8.0
4.0,60,5,1,2,14007,106014,8,130,130,1,8,52,0,130,d47cffbc0fcc2ab3,"(49, 1)",0.0,,,0.0,9.0
4.0,60,5,1,2,14007,106014,9,125,125,1,9,51,0,125,d47cffbc0fcc2ab3,"(26, 0)",0.0,,,0.0,10.0
4.0,60,5,1,2,14007,106014,10,119,119,1,10,50,0,119,d47cffbc0fcc2ab3,"(1, 0)",0.0,,,0.0,11.0
4.0,60,5,1,2,14007,106014,11,112,112,1,11,49,0,112,d47cffbc0fcc2ab3,"(34, 2)",0.0,,,0.0,12.0
4.0,60,5,1,2,14007,106014,12,109,109,1,12,48,0,109,d47cffbc0fcc2ab3,"(55, 2)",0.0,,,0.0,13.0
4.0,60,5,1,2,14007,106014,13,105,105,1,13,47,0,105,d47cffbc0fcc2ab3,"(15, 0)",0.0,,,0.0,14.0
4.0,60,5,1,2,14007,106014,14,103,103,1,14,46,0,103,d47cffbc0fcc2ab3,"(25, 2)",0.0,,,0.0,15.0
4.0,60,5,1,2,14007,106014,15,99,99,1,15,45,0,99,d47cffbc0fcc2ab3,"(12, 1)",0.0,,,0.0,16.0
4.0,60,5,1,2,14007,106014,16,97,97,1,16,44,0,97,d47cffbc0fcc2ab3,"(36, 1)",0.0,,,0.0,17.0
4.0,60,5,1,2,14007,106014,17,94,94,1,17,43,0,94,d47cffbc0fcc2ab3,"(41, 0)",0.0,,,0.0,18.0
4.0,60,5,1,2,14007,106014,18,91,91,1,18,42,0,91,d47cffbc0fcc2ab3,"(46, 0)",0.0,,,0.0,19.0
4.0,60,5,1,2,14007,106014,19,89,89,1,19,41,0,89,d47cffbc0fcc2ab3,"(53, 0)",0.0,,,0.0,20.0
4.0,60,5,1,2,14007,106014,20,87,87,1,20,40,0,87,d47cffbc0fcc2ab3,"(45, 2)",0.0,,,0.0,21.0
4.0,60,5,1,2,14007,106014,21,85,85,1,21,39,0,85,d47cffbc0fcc2ab3,"(52, 0)",0.0,,,0.0,22.0
4.0,60,5,1,2,14007,106014,22,82,82,1,22,38,0,82,d47cffbc0fcc2ab3,"(16, 2)",0.0,,,0.0,23.0
4.0,60,5,1,2,14007,106014,23,79,79,1,23,37,0,79,d47cffbc0fcc2ab3,"(0, 0)",0.0,,,0.0,24.0
4.0,60,5,1,2,14007,106014,24,75,75,1,24,36,0,75,d47cffbc0fcc2ab3,"(32, 2)",0.0,,,0.0,25.0
4.0,60,5,1,2,14007,106014,25,72,72,1,25,35,0,72,d47cffbc0fcc2ab3,"(14, 2)",0.0,,,0.0,26.0
4.0,60,5,1,2,14007,106014,26,69,69,1,26,34,0,69,d47cffbc0fcc2ab3,"(4, 2)",0.0,,,0.0,27.0
4.0,60,5,1,2,14007,106014,27,66,66,1,27,33,0,66,d47cffbc0fcc2ab3,"(7, 1)",0.0,,,0.0,28.0
4.0,60,5,1,2,14007,106014,28,64,64,1,28,32,0,64,d47cffbc0fcc2ab3,"(18, 1)",0.0,,,0.0,29.0
4.0,60,5,1,2,14007,106014,29,62,62,1,29,31,0,62,d47cffbc0fcc2ab3,"(8, 0)",0.0,,,0.0,30.0
4.0,60,5,1,2,14007,106014,30,60,60,1,30,30,0,60,d47cffbc0fcc2ab3,"(48, 2)",0.0,,,0.0,31.0
4.0,60,5,1,2,14007,106014,31,58,58,1,31,29,0,58,d47cffbc0fcc2ab3,"(17, 2)",1.0,,,1.0,32.0
4.0,60,5,1,2,14007,106014,32,55,54,1,32,28,1,55,d47cffbc0fcc2ab3,"(3, 1)",1.0,,,1.0,33.0
4.0,60,5,1,2,14007,106014,33,53,51,1,33,27,1,53,d47cffbc0fcc2ab3,"(56, 1)",1.0,,,1.0,34.0
4.0,60,5,1,2,14007,106014,34,51,49,1,34,26,1,51,d47cffbc0fcc2ab3,"(19, 0)",1.0,,,1.0,35.0
4.0,60,5,1,2,14007,106014,35,49,47,1,35,25,1,49,d47cffbc0fcc2ab3,"(33, 0)",1.0,,,1.0,36.0
4.0,60,5,1,2,14007,106014,36,47,45,1,36,24,1,47,d47cffbc0fcc2ab3,"(20, 0)",2.0,,,2.0,37.0
