alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
3.0,60,14,4,2,43007,405014,0,180,180,1,0,60,0,180,3d0679198e6c3462,"(35, 1)",0.0,,,0.0,1.0
3.0,60,14,4,2,43007,405014,1,172,172,1,1,59,0,172,3d0679198e6c3462,"(44, 0)",0.0,,,0.0,2.0
3.0,60,14,4,2,43007,405014,2,163,163,1,2,58,0,163,3d0679198e6c3462,"(26, 0)",0.0,,,0.0,3.0
3.0,60,14,4,2,43007,405014,3,157,157,1,3,57,0,157,3d0679198e6c3462,"(2, 1)",0.0,,,0.0,4.0
3.0,60,14,4,2,43007,405014,4,153,153,1,4,56,0,153,3d0679198e6c3462,"(31, 0)",0.0,,,0.0,5.0
3.0,60,14,4,2,43007,405014,5,149,149,1,5,55,0,149,3d0679198e6c3462,"(37, 1)",0.0,,,0.0,6.0
3.0,60,14,4,2,43007,405014,6,143,143,1,6,54,0,143,3d0679198e6c3462,"(36, 1)",0.0,,,0.0,7.0
3.0,60,14,4,2,43007,405014,7,138,138,1,7,53,0,138,3d0679198e6c3462,"(15, 1)",0.0,,,0.0,8.0
3.0,60,14,4,2,43007,405014,8,135,135,1,8,52,0,135,3d0679198e6c3462,"(5, 2)",0.0,,,0.0,9.0
3.0,60,14,4,2,43007,405014,9,132,132,1,9,51,0,132,3d0679198e6c3462,"(45, 1)",0.0,,,0.0,10.0
3.0,60,14,4,2,43007,405014,10,128,128,1,10,50,0,128,3d0679198e6c3462,"(55, 1)",0.0,,,0.0,11.0
3.0,60,14,4,2,43007,405014,11,123,123,1,11,49,0,123,3d0679198e6c3462,"(27, 1)",0.0,,,0.0,12.0
3.0,60,14,4,2,43007,405014,12,119,119,1,12,48,0,119,3d0679198e6c3462,"(10, 0)",0.0,,,0.0,13.0
3.0,60,14,4,2,43007,405014,13,115,115,1,13,47,0,115,3d0679198e6c3462,"(48, 1)",0.0,,,0.0,14.0
3.0,60,14,4,2,43007,405014,14,110,110,1,14,46,0,110,3d0679198e6c3462,"(28, 1)",0.0,,,0.0,15.0
3.0,60,14,4,2,43007,405014,15,107,107,1,15,45,0,107,3d0679198e6c3462,"(41, 0)",0.0,,,0.0,16.0
3.0,60,14,4,2,43007,405014,16,104,104,1,16,44,0,104,3d0679198e6c3462,"(17, 1)",0.0,,,0.0,17.0
3.0,60,14,4,2,43007,405014,17,100,100,1,17,43,0,100,3d0679198e6c3462,"(39, 0)",0.0,,,0.0,18.0
3.0,60,14,4,2,43007,405014,18,97,97,1,18,42,0,97,3d0679198e6c3462,"(42, 0)",0.0,,,0.0,19.0
3.0,60,14,4,2,43007,405014,19,94,94,1,19,41,0,94,3d0679198e6c3462,"(0, 0)",0.0,,,0.0,20.0
3.0,60,14,4,2,43007,405014,20,89,89,1,20,40,0,89,3d0679198e6c3462,"(49, 2)",0.0,,,0.0,21.0
3.0,60,14,4,2,43007,405014,21,86,86,1,21,39,0,86,3d0679198e6c3462,"(22, 1)",0.0,,,0.0,22.0
3.0,60,14,4,2,43007,405014,22,83,83,1,22,38,0,83,3d0679198e6c3462,"(19, 0)",0.0,,,0.0,23.0
3.0,60,14,4,2,43007,405014,23,81,81,1,23,37,0,81,3d0679198e6c3462,"(40, 2)",0.0,,,0.0,24.0
3.0,60,14,4,2,43007,405014,24,78,78,1,24,36,0,78,3d0679198e6c3462,"(8, 0)",0.0,,,0.0,25.0
3.0,60,14,4,2,43007,405014,25,76,76,1,25,35,0,76,3d0679198e6c3462,"(52, 1)",0.0,,,0.0,26.0
3.0,60,14,4,2,43007,405014,26,74,74,1,26,34,0,74,3d0679198e6c3462,"(54, 0)",0.0,,,0.0,27.0
3.0,60,14,4,2,43007,405014,27,71,71,1,27,33,0,71,3d0679198e6c3462,"(33, 2)",0.0,,,0.0,28.0
3.0,60,14,4,2,43007,405014,28,69,69,1,28,32,0,69,3d0679198e6c3462,"(32, 1)",0.0,,,0.0,29.0
