alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
6.0,60,3,1,0,16007,106014,0,180,180,1,0,60,0,180,c950b99d5652de0a,"(58, 0)",0.0,,,0.0,1.0
6.0,60,3,1,0,16007,106014,1,168,168,1,1,59,0,168,c950b99d5652de0a,"(52, 2)",0.0,,,0.0,2.0
6.0,60,3,1,0,16007,106014,2,162,162,1,2,58,0,162,c950b99d5652de0a,"(55, 2)",0.0,,,0.0,3.0
6.0,60,3,1,0,16007,106014,3,156,156,1,3,57,0,156,c950b99d5652de0a,"(42, 0)",0.0,,,0.0,4.0
6.0,60,3,1,0,16007,106014,4,150,150,1,4,56,0,150,c950b99d5652de0a,"(40, 0)",0.0,,,0.0,5.0
6.0,60,3,1,0,16007,106014,5,144,144,1,5,55,0,144,c950b99d5652de0a,"(29, 0)",0.0,,,0.0,6.0
6.0,60,3,1,0,16007,106014,6,139,139,1,6,54,0,139,c950b99d5652de0a,"(32, 0)",0.0,,,0.0,7.0
6.0,60,3,1,0,16007,106014,7,135,135,1,7,53,0,135,c950b99d5652de0a,"(4, 0)",0.0,,,0.0,8.0
6.0,60,3,1,0,16007,106014,8,132,132,1,8,52,0,132,c950b99d5652de0a,"(8, 1)",0.0,,,0.0,9.0
6.0,60,3,1,0,16007,106014,9,126,126,1,9,51,0,126,c950b99d5652de0a,"(46, 0)",0.0,,,0.0,10.0
6.0,60,3,1,0,16007,106014,10,121,121,1,10,50,0,121,c950b99d5652de0a,"(38, 0)",0.0,,,0.0,11.0
6.0,60,3,1,0,16007,106014,11,117,117,1,11,49,0,117,c950b99d5652de0a,"(22, 0)",0.0,,,0.0,12.0
6.0,60,3,1,0,16007,106014,12,114,114,1,12,48,0,114,c950b99d5652de0a,"(47, 0)",0.0,,,0.0,13.0
6.0,60,3,1,0,16007,106014,13,109,109,1,13,47,0,109,c950b99d5652de0a,"(53, 0)",0.0,,,0.0,14.0
6.0,60,3,1,0,16007,106014,14,103,103,1,14,46,0,103,c950b99d5652de0a,"(26, 0)",0.0,,,0.0,15.0
6.0,60,3,1,0,16007,106014,15,100,100,1,15,45,0,100,c950b99d5652de0a,"(48, 0)",0.0,,,0.0,16.0
6.0,60,3,1,0,16007,106014,16,96,96,1,16,44,0,96,c950b99d5652de0a,"(51, 1)",0.0,,,0.0,17.0
6.0,60,3,1,0,16007,106014,17,93,93,1,17,43,0,93,c950b99d5652de0a,"(27, 0)",0.0,,,0.0,18.0
6.0,60,3,1,0,16007,106014,18,91,91,1,18,42,0,91,c950b99d5652de0a,"(24, 0)",0.0,,,0.0,19.0
6.0,60,3,1,0,16007,106014,19,86,86,1,19,41,0,86,c950b99d5652de0a,"(20, 2)",1.0,,,1.0,20.0
6.0,60,3,1,0,16007,106014,20,82,75,1,20,40,1,82,c950b99d5652de0a,"(49, 0)",2.0,,,2.0,21.0
6.0,60,3,1,0,16007,106014,21,78,69,1,21,39,2,78,c950b99d5652de0a,"(23, 0)",2.0,,,2.0,22.0
6.0,60,3,1,0,16007,106014,22,76,67,1,22,38,2,76,c950b99d5652de0a,"(45, 1)",3.0,,,3.0,23.0
6.0,60,3,1,0,16007,106014,23,73,61,1,23,37,3,73,c950b99d5652de0a,"(28, 2)",3.0,,,3.0,24.0
6.0,60,3,1,0,16007,106014,24,69,56,1,24,36,3,69,c950b99d5652de0a,"(19, 2)",4.0,,,4.0,25.0
6.0,60,3,1,0,16007,106014,25,66,48,1,25,35,4,66,c950b99d5652de0a,"(31, 2)",5.0,,,5.0,26.0
6.0,60,3,1,0,16007,106014,26,63,45,1,26,34,5,63,c950b99d5652de0a,"(0, 0)",6.0,,,6.0,27.0
6.0,60,3,1,0,16007,106014,27,60,40,1,27,33,6,60,c950b99d5652de0a,"(3, 0)",6.0,,,6.0,28.0
6.0,60,3,1,0,16007,106014,28,58,39,1,28,32,6,58,c950b99d5652de0a,"(10, 2)",6.0,,,6.0,29.0
6.0,60,3,1,0,16007,106014,29,56,38,1,29,31,6,56,c950b99d5652de0a,"(30, 0)",7.0,,,7.0,30.0
