alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
3.5,100,7,2,1,23501,204508,0,200,200,1,0,100,0.0,0,a277a1ce95a90561,"(31, 0)",0.0,,,0.0,0.0,5.0,12.0
3.5,100,7,2,1,23501,204508,1,198,198,1,1,99,0.014285714285714285,0,a277a1ce95a90561,"(21, 1)",0.0,,,0.0,0.0,7.0,5.0
3.5,100,7,2,1,23501,204508,2,196,196,1,2,98,0.02,0,a277a1ce95a90561,"(66, 1)",0.0,,,0.0,0.0,12.0,11.0
3.5,100,7,2,1,23501,204508,3,194,194,1,3,97,0.03428571428571429,0,a277a1ce95a90561,"(14, 1)",0.0,,,0.0,0.0,18.0,15.0
3.5,100,7,2,1,23501,204508,4,192,192,1,4,96,0.05142857142857143,0,a277a1ce95a90561,"(97, 0)",0.0,,,0.0,0.0,23.0,11.0
3.5,100,7,2,1,23501,204508,5,190,190,1,5,95,0.06571428571428571,0,a277a1ce95a90561,"(98, 0)",0.0,,,0.0,0.0,25.0,8.0
3.5,100,7,2,1,23501,204508,6,188,188,1,6,94,0.07142857142857142,0,a277a1ce95a90561,"(49, 0)",0.0,,,0.0,0.0,29.0,13.0
3.5,100,7,2,1,23501,204508,7,186,186,1,7,93,0.08285714285714285,0,a277a1ce95a90561,"(15, 0)",0.0,,,0.0,0.0,32.0,11.0
3.5,100,7,2,1,23501,204508,8,184,184,1,8,92,0.09142857142857143,0,a277a1ce95a90561,"(24, 0)",0.0,,,0.0,0.0,37.0,9.0
3.5,100,7,2,1,23501,204508,9,182,182,1,9,91,0.10571428571428572,0,a277a1ce95a90561,"(12, 0)",0.0,,,0.0,0.0,40.0,9.0
3.5,100,7,2,1,23501,204508,10,180,180,1,10,90,0.11428571428571428,0,a277a1ce95a90561,"(23, 0)",0.0,,,0.0,0.0,44.0,7.0
3.5,100,7,2,1,23501,204508,11,178,178,1,11,89,0.12571428571428572,0,a277a1ce95a90561,"(99, 0)",0.0,,,0.0,0.0,48.0,8.0
3.5,100,7,2,1,23501,204508,12,176,176,1,12,88,0.13714285714285715,0,a277a1ce95a90561,"(93, 0)",0.0,,,0.0,0.0,56.0,16.0
3.5,100,7,2,1,23501,204508,13,174,174,1,13,87,0.16,0,a277a1ce95a90561,"(10, 0)",0.0,,,0.0,0.0,60.0,10.0
3.5,100,7,2,1,23501,204508,14,172,172,1,14,86,0.17142857142857143,0,a277a1ce95a90561,"(81, 0)",0.0,,,0.0,0.0,67.0,13.0
3.5,100,7,2,1,23501,204508,15,170,170,1,15,85,0.19142857142857142,0,a277a1ce95a90561,"(77, 0)",0.0,,,0.0,0.0,72.0,11.0
3.5,100,7,2,1,23501,204508,16,168,168,1,16,84,0.2057142857142857,0,a277a1ce95a90561,"(33, 1)",0.0,,,0.0,0.0,74.0,11.0
3.5,100,7,2,1,23501,204508,17,166,166,1,17,83,0.21142857142857144,0,a277a1ce95a90561,"(1, 1)",0.0,,,0.0,0.0,79.0,10.0
3.5,100,7,2,1,23501,204508,18,164,164,1,18,82,0.2257142857142857,0,a277a1ce95a90561,"(28, 1)",0.0,,,0.0,0.0,86.0,10.0
3.5,100,7,2,1,23501,204508,19,162,162,1,19,81,0.24571428571428572,0,a277a1ce95a90561,"(90, 0)",0.0,,,0.0,0.0,89.0,7.0
3.5,100,7,2,1,23501,204508,20,160,160,1,20,80,0.2542857142857143,0,a277a1ce95a90561,"(2, 1)",0.0,,,0.0,0.0,97.0,13.0
3.5,100,7,2,1,23501,204508,21,158,158,1,21,79,0.27714285714285714,0,a277a1ce95a90561,"(4, 0)",0.0,,,0.0,0.0,100.0,5.0
3.5,100,7,2,1,23501,204508,22,156,156,1,22,78,0.2857142857142857,0,a277a1ce95a90561,"(16, 1)",0.0,,,0.0,0.0,102.0,8.0
3.5,100,7,2,1,23501,204508,23,154,154,1,23,77,0.2914285714285714,0,a277a1ce95a90561,"(17, 1)",0.0,,,0.0,0.0,104.0,12.0
3.5,100,7,2,1,23501,204508,24,152,152,1,24,76,0.29714285714285715,0,a277a1ce95a90561,"(29, 1)",0.0,,,0.0,0.0,110.0,9.0
3.5,100,7,2,1,23501,204508,25,150,150,1,25,75,0.3142857142857143,0,a277a1ce95a90561,"(8, 0)",0.0,,,0.0,0.0,115.0,12.0
3.5,100,7,2,1,23501,204508,26,148,148,1,26,74,0.32857142857142857,0,a277a1ce95a90561,"(56, 1)",0.0,,,0.0,0.0,119.0,8.0
3.5,100,7,2,1,23501,204508,27,146,146,1,27,73,0.34,0,a277a1ce95a90561,"(47, 1)",0.0,,,0.0,0.0,124.0,13.0
3.5,100,7,2,1,23501,204508,28,144,144,1,28,72,0.35428571428571426,0,a277a1ce95a90561,"(46, 1)",0.0,,,0.0,0.0,130.0,10.0
